ORDERNUMBER,QUANTITYORDERED,PRICE,SALES,ORDERDATE,STATUS,YEAR,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,CITY,STATE,POSTALCODE,COUNTRY,CONTACTFIRSTNAME,CONTACTLASTNAME,DEALSIZE
10142,46,100,9470.94,08-08-03 0:00,Shipped,2003,Classic Cars,80,S12_3891,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Large
10153,49,100,7036.89,9/28/2003 0:00,Shipped,2003,Classic Cars,80,S12_3891,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Large
10165,27,100,5559.03,10/22/2003 0:00,Shipped,2003,Classic Cars,80,S12_3891,"Dragon Souveniers, Ltd.",Singapore,,79903,Singapore,Eric,Natividad,Medium
10176,50,100,7872.5,11-06-03 0:00,Shipped,2003,Classic Cars,80,S12_3891,L'ordine Souveniers,Reggio Emilia,,42100,Italy,Maurizio,Moroni,Large
10185,43,100,7886.2,11/14/2003 0:00,Shipped,2003,Classic Cars,80,S12_3891,Mini Creations Ltd.,New Bedford,MA,50553,USA,Wing C,Tam,Large
10196,38,100,7232.16,11/26/2003 0:00,Shipped,2003,Classic Cars,80,S12_3891,Super Scale Inc.,New Haven,CT,97823,USA,Leslie,Murphy,Large
10208,20,100,3114.4,01-02-04 0:00,Shipped,2004,Classic Cars,80,S12_3891,"Saveley & Henriot, Co.",Lyon,,69004,France,Mary,Saveley,Medium
10220,27,100,5045.22,02-12-04 0:00,Shipped,2004,Classic Cars,80,S12_3891,"Clover Collections, Co.",Dublin,,2,Ireland,Dean,Cassidy,Medium
10231,49,100,6952.12,3/19/2004 0:00,Shipped,2004,Classic Cars,80,S12_3891,CAF Imports,Madrid,,28023,Spain,Jesus,Fernandez,Medium
10247,27,100,4157.73,05-05-04 0:00,Shipped,2004,Classic Cars,80,S12_3891,Suominen Souveniers,Espoo,,FIN-02271,Finland,Kalle,Suominen,Medium
10272,39,100,7962.24,7/20/2004 0:00,Shipped,2004,Classic Cars,80,S12_3891,Diecast Classics Inc.,Allentown,PA,70267,USA,Kyung,Yu,Large
10282,24,100,3778.8,8/20/2004 0:00,Shipped,2004,Classic Cars,80,S12_3891,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Medium
10293,45,100,8253,09-09-04 0:00,Shipped,2004,Classic Cars,80,S12_3891,Amica Models & Co.,Torino,,10100,Italy,Paolo,Accorti,Large
10306,20,100,3633.4,10/14/2004 0:00,Shipped,2004,Classic Cars,80,S12_3891,"AV Stores, Co.",Manchester,,EC2 5NT,UK,Victoria,Ashworth,Medium
10314,36,100,6913.8,10/22/2004 0:00,Shipped,2004,Classic Cars,80,S12_3891,Heintze Collectables,Aaarhus,,8200,Denmark,Palle,Ibsen,Medium
10325,24,100,2583.6,11-05-04 0:00,Shipped,2004,Classic Cars,80,S12_3891,Baane Mini Imports,Stavern,,4110,Norway,Jonas,Bergulfsen,Small
10336,49,63.38,3105.62,11/20/2004 0:00,Shipped,2004,Classic Cars,80,S12_3891,"La Corne D'abondance, Co.",Paris,,75012,France,Marie,Bertrand,Medium
10349,26,100,4408.56,12-01-04 0:00,Shipped,2004,Classic Cars,80,S12_3891,Muscle Machine Inc,NYC,NY,10022,USA,Jeff,Young,Medium
10359,49,62.09,3042.41,12/15/2004 0:00,Shipped,2004,Classic Cars,80,S12_3891,Reims Collectables,Reims,,51100,France,Paul,Henriot,Medium
10372,34,100,5941.5,1/26/2005 0:00,Shipped,2005,Classic Cars,80,S12_3891,"Tokyo Collectables, Ltd",Minato-ku,Tokyo,106-0032,Japan,Akiko,Shimamura,Medium
10382,34,95.35,3241.9,2/17/2005 0:00,Shipped,2005,Classic Cars,80,S12_3891,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Medium
10396,33,100,6109.29,3/23/2005 0:00,Shipped,2005,Classic Cars,80,S12_3891,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Medium
10413,22,100,3387.78,05-05-05 0:00,Shipped,2005,Classic Cars,80,S12_3891,Gift Depot Inc.,Bridgewater,CT,97562,USA,Julie,King,Medium
10108,39,89.38,3485.82,03-03-03 0:00,Shipped,2003,Classic Cars,80,S12_3990,Cruz & Sons Co.,Makati City,,1227 MM,Philippines,Arnold,Cruz,Medium
10122,32,63.84,2042.88,05-08-03 0:00,Shipped,2003,Classic Cars,80,S12_3990,Marseille Mini Autos,Marseille,,13008,France,Laurence,Lebihan,Small
10135,24,75.01,1800.24,07-02-03 0:00,Shipped,2003,Classic Cars,80,S12_3990,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Small
10147,21,63.84,1340.64,09-05-03 0:00,Shipped,2003,Classic Cars,80,S12_3990,Collectables For Less Inc.,Brickhaven,MA,58339,USA,Allen,Nelson,Small
10159,24,73.42,1762.08,10-10-03 0:00,Shipped,2003,Classic Cars,80,S12_3990,Corporate Gift Ideas Co.,San Francisco,CA,,USA,Julie,Brown,Small
10169,36,63.84,2298.24,11-04-03 0:00,Shipped,2003,Classic Cars,80,S12_3990,"Anna's Decorations, Ltd",North Sydney,NSW,2060,Australia,Anna,O'Hara,Small
10181,20,81.4,1628,11-12-03 0:00,Shipped,2003,Classic Cars,80,S12_3990,Herkku Gifts,Bergen,,N 5804,Norway,Veysel,Oeztan,Small
10191,30,64.64,1939.2,11/20/2003 0:00,Shipped,2003,Classic Cars,80,S12_3990,"Toms Spezialitten, Ltd",Koln,,50739,Germany,Henriette,Pfalzheim,Small
10203,44,82.99,3651.56,12-02-03 0:00,Shipped,2003,Classic Cars,80,S12_3990,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Medium
10211,28,92.57,2591.96,1/15/2004 0:00,Shipped,2004,Classic Cars,80,S12_3990,Auto Canal Petit,Paris,,75016,France,Dominique,Perrier,Small
10225,37,77.41,2864.17,2/22/2004 0:00,Shipped,2004,Classic Cars,80,S12_3990,"Vida Sport, Ltd",Gensve,,1203,Switzerland,Michael,Holz,Small
10238,20,74.21,1484.2,04-09-04 0:00,Shipped,2004,Classic Cars,80,S12_3990,Danish Wholesale Imports,Kobenhavn,,1734,Denmark,Jytte,Petersen,Small
10253,25,90.17,2254.25,06-01-04 0:00,Cancelled,2004,Classic Cars,80,S12_3990,"UK Collectables, Ltd.",Liverpool,,WX1 6LT,UK,Elizabeth,Devon,Small
10266,35,76.61,2681.35,07-06-04 0:00,Shipped,2004,Classic Cars,80,S12_3990,L'ordine Souveniers,Reggio Emilia,,42100,Italy,Maurizio,Moroni,Small
10276,38,83.79,3184.02,08-02-04 0:00,Shipped,2004,Classic Cars,80,S12_3990,Online Mini Collectables,Brickhaven,MA,58339,USA,Miguel,Barajas,Medium
10287,41,69.43,2846.63,8/30/2004 0:00,Shipped,2004,Classic Cars,80,S12_3990,"Vida Sport, Ltd",Gensve,,1203,Switzerland,Michael,Holz,Small
10300,22,76.61,1685.42,10-04-03 0:00,Shipped,2003,Classic Cars,80,S12_3990,"Blauer See Auto, Co.",Frankfurt,,60528,Germany,Roland,Keitel,Small
10310,49,81.4,3988.6,10/16/2004 0:00,Shipped,2004,Classic Cars,80,S12_3990,"Toms Spezialitten, Ltd",Koln,,50739,Germany,Henriette,Pfalzheim,Medium
10320,38,73.42,2789.96,11-03-04 0:00,Shipped,2004,Classic Cars,80,S12_3990,"Volvo Model Replicas, Co",Lule,,S-958 22,Sweden,Christina,Berglund,Small
10329,33,100,3607.56,11/15/2004 0:00,Shipped,2004,Classic Cars,80,S12_3990,Land of Toys Inc.,NYC,NY,10022,USA,Kwai,Yu,Medium
10341,36,93.56,3368.16,11/24/2004 0:00,Shipped,2004,Classic Cars,80,S12_3990,Salzburg Collectables,Salzburg,,5020,Austria,Georg,Pipps,Medium
10363,34,81.62,2775.08,01-06-05 0:00,Shipped,2005,Classic Cars,80,S12_3990,Suominen Souveniers,Espoo,,FIN-02271,Finland,Kalle,Suominen,Small
10377,24,67.83,1627.92,02-09-05 0:00,Shipped,2005,Classic Cars,80,S12_3990,"Toys of Finland, Co.",Helsinki,,21240,Finland,Matti,Karttunen,Small
10389,36,70.26,2529.36,03-03-05 0:00,Shipped,2005,Classic Cars,80,S12_3990,Scandinavian Gift Ideas,Boras,,S-844 67,Sweden,Maria,Larsson,Small
10419,34,90.17,3065.78,5/17/2005 0:00,Shipped,2005,Classic Cars,80,S12_3990,Salzburg Collectables,Salzburg,,5020,Austria,Georg,Pipps,Medium
10104,41,100,4615.78,1/31/2003 0:00,Shipped,2003,Trucks and Buses,80,S12_4473,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Medium
10115,46,100,5723.78,04-04-03 0:00,Shipped,2003,Trucks and Buses,80,S12_4473,Classic Legends Inc.,NYC,NY,10022,USA,Maria,Hernandez,Medium
10127,24,100,2559.6,06-03-03 0:00,Shipped,2003,Trucks and Buses,80,S12_4473,Muscle Machine Inc,NYC,NY,10022,USA,Jeff,Young,Small
10141,21,100,2140.11,08-01-03 0:00,Shipped,2003,Trucks and Buses,80,S12_4473,Suominen Souveniers,Espoo,,FIN-02271,Finland,Kalle,Suominen,Small
10151,24,100,3327.6,9/21/2003 0:00,Shipped,2003,Trucks and Buses,80,S12_4473,"Oulu Toy Supplies, Inc.",Oulu,,90110,Finland,Pirkko,Koskitalo,Medium
10165,48,100,6825.6,10/22/2003 0:00,Shipped,2003,Trucks and Buses,80,S12_4473,"Dragon Souveniers, Ltd.",Singapore,,79903,Singapore,Eric,Natividad,Medium
10175,26,100,3543.28,11-06-03 0:00,Shipped,2003,Trucks and Buses,80,S12_4473,"Stylish Desk Decors, Co.",London,,WX3 6FW,UK,Ann,Brown,Medium
10184,37,100,4516.22,11/14/2003 0:00,Shipped,2003,Trucks and Buses,80,S12_4473,"Iberia Gift Imports, Corp.",Sevilla,,41101,Spain,Jose Pedro,Roel,Medium
10195,49,100,6445.46,11/25/2003 0:00,Shipped,2003,Trucks and Buses,80,S12_4473,Mini Classics,White Plains,NY,24067,USA,Steve,Frick,Medium
10207,34,99.54,3384.36,12-09-03 0:00,Shipped,2003,Trucks and Buses,80,S12_4473,Diecast Collectables,Boston,MA,51003,USA,Valarie,Franco,Medium
10219,48,100,4891.68,02-10-04 0:00,Shipped,2004,Trucks and Buses,80,S12_4473,Signal Collectibles Ltd.,Brisbane,CA,94217,USA,Sue,Taylor,Medium
10229,36,100,4521.96,03-11-04 0:00,Shipped,2004,Trucks and Buses,80,S12_4473,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Medium
10246,46,100,5069.66,05-05-04 0:00,Shipped,2004,Trucks and Buses,80,S12_4473,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Medium
10259,46,100,6541.2,6/15/2004 0:00,Shipped,2004,Trucks and Buses,80,S12_4473,Handji Gifts& Co,Singapore,,69045,Singapore,Wendy,Victorino,Medium
10271,31,97.17,3012.27,7/20/2004 0:00,Shipped,2004,Trucks and Buses,80,S12_4473,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Medium
10281,41,100,5247.18,8/19/2004 0:00,Shipped,2004,Trucks and Buses,80,S12_4473,Diecast Classics Inc.,Allentown,PA,70267,USA,Kyung,Yu,Medium
10292,21,100,2214.87,09-08-04 0:00,Shipped,2004,Trucks and Buses,80,S12_4473,Land of Toys Inc.,NYC,NY,10022,USA,Kwai,Yu,Small
10305,38,100,4773.18,10/13/2004 0:00,Shipped,2004,Trucks and Buses,80,S12_4473,Marta's Replicas Co.,Cambridge,MA,51247,USA,Marta,Hernandez,Medium
10314,45,100,6185.7,10/22/2004 0:00,Shipped,2004,Trucks and Buses,80,S12_4473,Heintze Collectables,Aaarhus,,8200,Denmark,Palle,Ibsen,Medium
10324,26,58.38,1517.88,11-05-04 0:00,Shipped,2004,Trucks and Buses,80,S12_4473,Vitachrome Inc.,NYC,NY,10022,USA,Michael,Frick,Small
10336,38,100,6372.6,11/20/2004 0:00,Shipped,2004,Trucks and Buses,80,S12_4473,"La Corne D'abondance, Co.",Paris,,75012,France,Marie,Bertrand,Medium
10349,48,100,5232.96,12-01-04 0:00,Shipped,2004,Trucks and Buses,80,S12_4473,Muscle Machine Inc,NYC,NY,10022,USA,Jeff,Young,Medium
10358,42,64.16,2694.72,12-10-04 0:00,Shipped,2004,Trucks and Buses,80,S12_4473,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Small
10371,49,35.71,1749.79,1/23/2005 0:00,Shipped,2005,Trucks and Buses,80,S12_4473,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Small
10382,32,66.58,2130.56,2/17/2005 0:00,Shipped,2005,Trucks and Buses,80,S12_4473,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Small
10412,54,100,5951.34,05-03-05 0:00,Shipped,2005,Trucks and Buses,80,S12_4473,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Medium
10425,33,100,4692.6,5/31/2005 0:00,In Process,2005,Trucks and Buses,80,S12_4473,La Rochelle Gifts,Nantes,,44000,France,Janine,Labrune,Medium
10108,36,100,3731.04,03-03-03 0:00,Shipped,2003,Classic Cars,80,S12_4675,Cruz & Sons Co.,Makati City,,1227 MM,Philippines,Arnold,Cruz,Medium
10122,20,100,2142,05-08-03 0:00,Shipped,2003,Classic Cars,80,S12_4675,Marseille Mini Autos,Marseille,,13008,France,Laurence,Lebihan,Small
10135,29,97.89,2838.81,07-02-03 0:00,Shipped,2003,Classic Cars,80,S12_4675,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Small
10147,33,97.89,3230.37,09-05-03 0:00,Shipped,2003,Classic Cars,80,S12_4675,Collectables For Less Inc.,Brickhaven,MA,58339,USA,Allen,Nelson,Medium
10160,50,100,5182,10-11-03 0:00,Shipped,2003,Classic Cars,80,S12_4675,"Men 'R' US Retailers, Ltd.",Los Angeles,CA,,USA,Michael,Chandler,Medium
10170,41,100,4391.1,11-04-03 0:00,Shipped,2003,Classic Cars,80,S12_4675,Mini Auto Werke,Graz,,8010,Austria,Roland,Mendel,Medium
10181,36,100,4477.32,11-12-03 0:00,Shipped,2003,Classic Cars,80,S12_4675,Herkku Gifts,Bergen,,N 5804,Norway,Veysel,Oeztan,Medium
10192,27,100,3544.56,11/20/2003 0:00,Shipped,2003,Classic Cars,80,S12_4675,Online Diecast Creations Co.,Nashua,NH,62005,USA,Valarie,Young,Medium
10203,47,100,5195.85,12-02-03 0:00,Shipped,2003,Classic Cars,80,S12_4675,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Medium
10212,33,100,4180.44,1/16/2004 0:00,Shipped,2004,Classic Cars,80,S12_4675,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Medium
10225,21,100,2684.43,2/22/2004 0:00,Shipped,2004,Classic Cars,80,S12_4675,"Vida Sport, Ltd",Gensve,,1203,Switzerland,Michael,Holz,Small
10239,21,93.28,1958.88,04-12-04 0:00,Shipped,2004,Classic Cars,80,S12_4675,"Oulu Toy Supplies, Inc.",Oulu,,90110,Finland,Pirkko,Koskitalo,Small
10253,41,100,4910.57,06-01-04 0:00,Cancelled,2004,Classic Cars,80,S12_4675,"UK Collectables, Ltd.",Liverpool,,WX1 6LT,UK,Elizabeth,Devon,Medium
10266,40,100,4468.4,07-06-04 0:00,Shipped,2004,Classic Cars,80,S12_4675,L'ordine Souveniers,Reggio Emilia,,42100,Italy,Maurizio,Moroni,Medium
10277,28,100,3127.88,08-04-04 0:00,Shipped,2004,Classic Cars,80,S12_4675,"Dragon Souveniers, Ltd.",Singapore,,79903,Singapore,Eric,Natividad,Medium
10287,23,100,2675.13,8/30/2004 0:00,Shipped,2004,Classic Cars,80,S12_4675,"Vida Sport, Ltd",Gensve,,1203,Switzerland,Michael,Holz,Small
10300,23,100,2807.61,10-04-03 0:00,Shipped,2003,Classic Cars,80,S12_4675,"Blauer See Auto, Co.",Frankfurt,,60528,Germany,Roland,Keitel,Small
10310,25,100,2504.75,10/16/2004 0:00,Shipped,2004,Classic Cars,80,S12_4675,"Toms Spezialitten, Ltd",Koln,,50739,Germany,Henriette,Pfalzheim,Small
10321,24,100,2984.88,11-04-04 0:00,Shipped,2004,Classic Cars,80,S12_4675,FunGiftIdeas.com,New Bedford,MA,50553,USA,Violeta,Benitez,Small
10329,39,64.74,2524.86,11/15/2004 0:00,Shipped,2004,Classic Cars,80,S12_4675,Land of Toys Inc.,NYC,NY,10022,USA,Kwai,Yu,Small
10341,55,75.2,4136,11/24/2004 0:00,Shipped,2004,Classic Cars,80,S12_4675,Salzburg Collectables,Salzburg,,5020,Austria,Georg,Pipps,Medium
10363,46,88.45,4068.7,01-06-05 0:00,Shipped,2005,Classic Cars,80,S12_4675,Suominen Souveniers,Espoo,,FIN-02271,Finland,Kalle,Suominen,Medium
10377,50,100,5182,02-09-05 0:00,Shipped,2005,Classic Cars,80,S12_4675,"Toys of Finland, Co.",Helsinki,,21240,Finland,Matti,Karttunen,Medium
10389,47,100,5243.79,03-03-05 0:00,Shipped,2005,Classic Cars,80,S12_4675,Scandinavian Gift Ideas,Boras,,S-844 67,Sweden,Maria,Larsson,Medium
10405,97,93.28,9048.16,4/14/2005 0:00,Shipped,2005,Classic Cars,80,S12_4675,Mini Caravy,Strasbourg,,67000,France,Frederique,Citeaux,Large
10419,32,100,3832.64,5/17/2005 0:00,Shipped,2005,Classic Cars,80,S12_4675,Salzburg Collectables,Salzburg,,5020,Austria,Georg,Pipps,Medium
10103,35,100,3920,1/29/2003 0:00,Shipped,2003,Trucks and Buses,80,S18_1097,Baane Mini Imports,Stavern,,4110,Norway,Jonas,Bergulfsen,Medium
10113,49,100,4916.66,3/26/2003 0:00,Shipped,2003,Trucks and Buses,80,S18_1097,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Medium
10126,38,100,3857,5/28/2003 0:00,Shipped,2003,Trucks and Buses,80,S18_1097,"Corrida Auto Replicas, Ltd",Madrid,,28023,Spain,Mart�n,Sommer,Medium
10140,32,100,4181.44,7/24/2003 0:00,Shipped,2003,Trucks and Buses,80,S18_1097,Technics Stores Inc.,Burlingame,CA,94217,USA,Juri,Hirano,Medium
10150,34,100,4641,9/19/2003 0:00,Shipped,2003,Trucks and Buses,80,S18_1097,"Dragon Souveniers, Ltd.",Singapore,,79903,Singapore,Eric,Natividad,Medium
10164,36,99.17,3570.12,10/21/2003 0:00,Resolved,2003,Trucks and Buses,80,S18_1097,Mini Auto Werke,Graz,,8010,Austria,Roland,Mendel,Medium
10174,48,93.34,4480.32,11-06-03 0:00,Shipped,2003,Trucks and Buses,80,S18_1097,"Australian Gift Network, Co",South Brisbane,Queensland,4101,Australia,Tony,Calaghan,Medium
10183,21,96.84,2033.64,11/13/2003 0:00,Shipped,2003,Trucks and Buses,80,S18_1097,"Classic Gift Ideas, Inc",Philadelphia,PA,71270,USA,Francisca,Cervantes,Small
10194,21,93.34,1960.14,11/25/2003 0:00,Shipped,2003,Trucks and Buses,80,S18_1097,"Saveley & Henriot, Co.",Lyon,,69004,France,Mary,Saveley,Small
10206,34,100,3966.78,12-05-03 0:00,Shipped,2003,Trucks and Buses,80,S18_1097,Canadian Gift Exchange Network,Vancouver,BC,V3F 2K1,Canada,Yoshi,Tannamuri,Medium
10215,46,100,5152,1/29/2004 0:00,Shipped,2004,Trucks and Buses,80,S18_1097,West Coast Collectables Co.,Burbank,CA,94019,USA,Steve,Thompson,Medium
10228,32,100,3360,03-10-04 0:00,Shipped,2004,Trucks and Buses,80,S18_1097,Cambridge Collectables Co.,Cambridge,MA,51247,USA,Kyung,Tseng,Medium
10245,29,100,3451,05-04-04 0:00,Shipped,2004,Trucks and Buses,80,S18_1097,Super Scale Inc.,New Haven,CT,97823,USA,Leslie,Murphy,Medium
10258,41,100,5453,6/15/2004 0:00,Shipped,2004,Trucks and Buses,80,S18_1097,"Tokyo Collectables, Ltd",Minato-ku,Tokyo,106-0032,Japan,Akiko,Shimamura,Medium
10270,43,96.84,4164.12,7/19/2004 0:00,Shipped,2004,Trucks and Buses,80,S18_1097,Souveniers And Things Co.,Chatswood,NSW,2067,Australia,Adrian,Huxley,Medium
10280,24,100,2800.08,8/17/2004 0:00,Shipped,2004,Trucks and Buses,80,S18_1097,Amica Models & Co.,Torino,,10100,Italy,Paolo,Accorti,Small
10291,41,100,4687.94,09-08-04 0:00,Shipped,2004,Trucks and Buses,80,S18_1097,Scandinavian Gift Ideas,Boras,,S-844 67,Sweden,Maria,Larsson,Medium
10304,46,98,4508,10-11-04 0:00,Shipped,2004,Trucks and Buses,80,S18_1097,Auto Assoc. & Cie.,Versailles,,78000,France,Daniel,Tonini,Medium
10312,32,100,4181.44,10/21/2004 0:00,Shipped,2004,Trucks and Buses,80,S18_1097,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Medium
10322,22,100,2251.04,11-04-04 0:00,Shipped,2004,Trucks and Buses,80,S18_1097,Online Diecast Creations Co.,Nashua,NH,62005,USA,Valarie,Young,Small
10333,29,40.25,1167.25,11/18/2004 0:00,Shipped,2004,Trucks and Buses,80,S18_1097,Mini Wheels Co.,San Francisco,CA,,USA,Julie,Murphy,Small
10347,42,49.6,2083.2,11/29/2004 0:00,Shipped,2004,Trucks and Buses,80,S18_1097,"Australian Collectors, Co.",Melbourne,Victoria,3004,Australia,Peter,Ferguson,Small
10357,39,98,3822,12-10-04 0:00,Shipped,2004,Trucks and Buses,80,S18_1097,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Medium
10370,27,100,3911.49,1/20/2005 0:00,Shipped,2005,Trucks and Buses,80,S18_1097,"Anna's Decorations, Ltd",North Sydney,NSW,2060,Australia,Anna,O'Hara,Medium
10381,48,98,4704,2/17/2005 0:00,Shipped,2005,Trucks and Buses,80,S18_1097,Corporate Gift Ideas Co.,San Francisco,CA,,USA,Julie,Brown,Medium
10391,29,85.1,2467.9,03-09-05 0:00,Shipped,2005,Trucks and Buses,80,S18_1097,"Anna's Decorations, Ltd",North Sydney,NSW,2060,Australia,Anna,O'Hara,Small
10411,27,100,3213,05-01-05 0:00,Shipped,2005,Trucks and Buses,80,S18_1097,Quebec Home Shopping Network,Montreal,Quebec,H1J 1C3,Canada,Jean,Fresnisre,Medium
10424,54,100,7182,5/31/2005 0:00,In Process,2005,Trucks and Buses,80,S18_1097,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Large
10109,26,100,4379.18,03-10-03 0:00,Shipped,2003,Classic Cars,80,S18_1129,Motor Mint Distributors Inc.,Philadelphia,PA,71270,USA,Rosa,Hernandez,Medium
10122,34,100,5004.8,05-08-03 0:00,Shipped,2003,Classic Cars,80,S18_1129,Marseille Mini Autos,Marseille,,13008,France,Laurence,Lebihan,Medium
10136,25,100,3644.75,07-04-03 0:00,Shipped,2003,Classic Cars,80,S18_1129,Alpha Cognac,Toulouse,,31000,France,Annette,Roulet,Medium
10148,23,100,2702.04,09-11-03 0:00,Shipped,2003,Classic Cars,80,S18_1129,"Anna's Decorations, Ltd",North Sydney,NSW,2060,Australia,Anna,O'Hara,Small
10161,28,100,3764.88,10/17/2003 0:00,Shipped,2003,Classic Cars,80,S18_1129,Heintze Collectables,Aaarhus,,8200,Denmark,Palle,Ibsen,Medium
10171,35,100,4508,11-05-03 0:00,Shipped,2003,Classic Cars,80,S18_1129,Quebec Home Shopping Network,Montreal,Quebec,H1J 1C3,Canada,Jean,Fresnisre,Medium
10181,44,100,5418.16,11-12-03 0:00,Shipped,2003,Classic Cars,80,S18_1129,Herkku Gifts,Bergen,,N 5804,Norway,Veysel,Oeztan,Medium
10192,22,100,3300.66,11/20/2003 0:00,Shipped,2003,Classic Cars,80,S18_1129,Online Diecast Creations Co.,Nashua,NH,62005,USA,Valarie,Young,Medium
10204,42,100,6182.4,12-02-03 0:00,Shipped,2003,Classic Cars,80,S18_1129,Muscle Machine Inc,NYC,NY,10022,USA,Jeff,Young,Medium
10212,29,100,4186.73,1/16/2004 0:00,Shipped,2004,Classic Cars,80,S18_1129,Euro Shopping Channel,Madrid,,28034,Spain,Diego,Freyre,Medium
10225,32,100,4529.28,2/22/2004 0:00,Shipped,2004,Classic Cars,80,S18_1129,"Vida Sport, Ltd",Gensve,,1203,Switzerland,Michael,Holz,Medium
10240,41,100,5628.89,4/13/2004 0:00,Shipped,2004,Classic Cars,80,S18_1129,Osaka Souveniers Co.,Osaka,Osaka,530-0003,Japan,Mory,Kentary,Medium
10253,26,100,3054.48,06-01-04 0:00,Cancelled,2004,Classic Cars,80,S18_1129,"UK Collectables, Ltd.",Liverpool,,WX1 6LT,UK,Elizabeth,Devon,Medium
10266,21,100,2526.51,07-06-04 0:00,Shipped,2004,Classic Cars,80,S18_1129,L'ordine Souveniers,Reggio Emilia,,42100,Italy,Maurizio,Moroni,Small
10278,34,100,4667.86,08-06-04 0:00,Shipped,2004,Classic Cars,80,S18_1129,Signal Gift Stores,Las Vegas,NV,83030,USA,Sue,King,Medium
10287,41,100,6499.32,8/30/2004 0:00,Shipped,2004,Classic Cars,80,S18_1129,"Vida Sport, Ltd",Gensve,,1203,Switzerland,Michael,Holz,Medium
10301,37,100,5917.78,10-05-03 0:00,Shipped,2003,Classic Cars,80,S18_1129,"Norway Gifts By Mail, Co.",Oslo,,N 0106,Norway,Jan,Klaeboe,Medium
10310,37,100,6231.91,10/16/2004 0:00,Shipped,2004,Classic Cars,80,S18_1129,"Toms Spezialitten, Ltd",Koln,,50739,Germany,Henriette,Pfalzheim,Medium
10321,41,100,5803.14,11-04-04 0:00,Shipped,2004,Classic Cars,80,S18_1129,FunGiftIdeas.com,New Bedford,MA,50553,USA,Violeta,Benitez,Medium
10331,46,100,6434.02,11/17/2004 0:00,Shipped,2004,Classic Cars,80,S18_1129,Motor Mint Distributors Inc.,Philadelphia,PA,71270,USA,Rosa,Hernandez,Medium
10342,40,100,6454.4,11/24/2004 0:00,Shipped,2004,Classic Cars,80,S18_1129,"Australian Collectors, Co.",Melbourne,Victoria,3004,Australia,Peter,Ferguson,Medium
10356,43,97.6,4196.8,12-09-04 0:00,Shipped,2004,Classic Cars,80,S18_1129,Lyon Souveniers,Paris,,75508,France,Daniel,Da Cunha,Medium
10365,30,87.06,2611.8,01-07-05 0:00,Shipped,2005,Classic Cars,80,S18_1129,Mini Creations Ltd.,New Bedford,MA,50553,USA,Wing C,Tam,Small
10377,35,100,5895.05,02-09-05 0:00,Shipped,2005,Classic Cars,80,S18_1129,"Toys of Finland, Co.",Helsinki,,21240,Finland,Matti,Karttunen,Medium
10390,36,93.77,3375.72,03-04-05 0:00,Shipped,2005,Classic Cars,80,S18_1129,Mini Gifts Distributors Ltd.,San Rafael,CA,97562,USA,Valarie,Nelson,Medium
10406,61,100,8374.69,4/15/2005 0:00,Disputed,2005,Classic Cars,80,S18_1129,Danish Wholesale Imports,Kobenhavn,,1734,Denmark,Jytte,Petersen,Large
10419,38,100,4464.24,5/17/2005 0:00,Shipped,2005,Classic Cars,80,S18_1129,Salzburg Collectables,Salzburg,,5020,Austria,Georg,Pipps,Medium
10102,39,100,4808.31,01-10-03 0:00,Shipped,2003,Vintage Cars,80,S18_1342,Vitachrome Inc.,NYC,NY,10022,USA,Michael,Frick,Medium
10111,33,99.66,3288.78,3/25/2003 0:00,Shipped,2003,Vintage Cars,80,S18_1342,Mini Wheels Co.,San Francisco,CA,,USA,Julie,Murphy,Medium
